 process id | arrival time | service time
 665        | 339.4419250488 | 0.3908094466
 666        | 340.4231872559 | 1.1669331789
 667        | 341.0113525391 | 0.7912500501
 668        | 341.6791076660 | 0.1969652772
 669        | 342.6667175293 | 0.7265220284
 670        | 343.4070129395 | 0.6210948825
 671        | 343.7933959961 | 1.2748693228
 672        | 343.7975769043 | 0.7355584502
 673        | 344.5019836426 | 1.3014123440
 674        | 344.6965332031 | 1.8256098032
 675        | 345.3627929688 | 1.1996139288
 676        | 345.3801879883 | 0.2710891068
 677        | 346.2788085938 | 0.8488363028
 678        | 346.5807189941 | 1.4140030146
 679        | 347.2069396973 | 1.0589822531
 680        | 347.5563659668 | 0.1545620263
 681        | 348.2812500000 | 0.6613808870
 682        | 348.9419860840 | 0.6261060238
 683        | 349.6683044434 | 0.6570147276
 684        | 350.0798339844 | 1.4278339148
 685        | 350.7716064453 | 0.3036667705
 686        | 350.7960815430 | 0.1563115865
 687        | 351.5853576660 | 0.0572667532
 688        | 352.0312805176 | 0.9873364568
 689        | 352.7106323242 | 1.2809457779
 690        | 353.1170959473 | 0.6912094355
 691        | 353.3573608398 | 0.8477080464
 692        | 353.8385009766 | 0.2777925730
 693        | 354.6867675781 | 1.5661331415
 694        | 355.5326538086 | 0.9489637017
 695        | 355.8452148438 | 0.3906290829
 696        | 356.3969726562 | 0.0749070719
 697        | 356.9229736328 | 0.4250209033
 698        | 357.2734680176 | 0.5046409369
 699        | 357.8144836426 | 1.5240843296
 700        | 358.7807312012 | 0.4655723274
 701        | 359.6946105957 | 1.9814035892
 702        | 360.0055541992 | 1.4062871933
 703        | 360.0249023438 | 1.5137540102
 704        | 360.2217102051 | 1.3973494768
 705        | 360.6190490723 | 1.2065699100
 706        | 360.6633300781 | 1.2752593756
 707        | 360.6904602051 | 1.0508574247
 708        | 361.4669799805 | 1.7508223057
 709        | 361.7754821777 | 1.2448475361
 710        | 362.1253662109 | 1.2421059608
 711        | 362.9431152344 | 1.8033117056
 712        | 363.6016235352 | 0.6874865890
 713        | 363.7157897949 | 0.0180260632
 714        | 364.3118591309 | 1.3103681803
 715        | 365.0829162598 | 1.1246023178
 716        | 365.9708862305 | 1.3698614836
 717        | 366.5238952637 | 0.3978244960
 718        | 366.9119567871 | 1.1446763277
 719        | 367.8677368164 | 1.1697722673
 720        | 368.1387634277 | 0.7062782049
 721        | 368.3269348145 | 0.6305847168
 722        | 369.3177185059 | 0.4306200147
 723        | 370.1584472656 | 1.5345896482
 724        | 370.2491760254 | 0.2984326780
 725        | 370.6388854980 | 0.8812282681
 726        | 371.4091491699 | 0.4149138033
 727        | 371.7514343262 | 0.8575515747
 728        | 372.3026428223 | 0.9128725529
 729        | 372.7404174805 | 0.2945279777
 730        | 372.8520507812 | 0.4176880717
 731        | 373.5616149902 | 1.9991813898
 732        | 374.4553833008 | 0.5251362920
 733        | 374.6539001465 | 0.5636982322
 734        | 375.4888000488 | 0.3085843921
 735        | 376.3555297852 | 0.2118383795
 736        | 376.8629760742 | 0.1098126695
 737        | 377.2841796875 | 0.9964002371
 738        | 377.5543823242 | 0.5238652229
 739        | 377.8198852539 | 0.7218749523
 740        | 378.2310485840 | 1.3104270697
 741        | 379.0325927734 | 0.3628364801
 742        | 379.8952636719 | 0.2876431644
 743        | 380.5054626465 | 0.8277412057
 744        | 381.1057128906 | 0.0959657356
 745        | 381.6668395996 | 1.4237565994
 746        | 381.9236755371 | 0.5413995385
 747        | 382.6351318359 | 0.3012033701
 748        | 383.1683959961 | 1.8199437857
 749        | 383.6008605957 | 0.7363483906
 750        | 383.6651306152 | 0.5983721614
 751        | 384.1392211914 | 1.1433907747
 752        | 384.4933166504 | 1.7906098366
 753        | 384.5632019043 | 1.2486175299
 754        | 384.7204284668 | 0.6707809567
 755        | 385.7056884766 | 1.1367728710
 756        | 386.6962890625 | 1.5735957623
 757        | 387.4461059570 | 1.7065488100
 758        | 388.3767395020 | 0.7199974656
 759        | 388.6438903809 | 1.0617547035
 760        | 389.0518798828 | 1.6565592289
 761        | 389.2946472168 | 1.3296170235
 762        | 389.3936157227 | 1.9084491730
 763        | 390.2090148926 | 1.2644945383
 764        | 391.0732116699 | 0.4957220256
 765        | 391.0736389160 | 1.8569211960
 766        | 391.6206970215 | 0.9490298033
 767        | 392.1208496094 | 1.8022789955
 768        | 392.4906616211 | 1.1401031017
 769        | 393.0161132812 | 1.0541146994
 770        | 393.9215698242 | 1.0213891268
 771        | 394.0170288086 | 1.7920919657
 772        | 394.3145141602 | 1.6904970407
 773        | 395.0638427734 | 0.4562237859
 774        | 395.2691040039 | 0.0329307429
 775        | 396.0281066895 | 1.2264577150
 776        | 396.8728637695 | 0.0034896713
 777        | 397.1509094238 | 1.8874486685
 778        | 398.1068725586 | 0.1868950874
 779        | 398.6828308105 | 1.6403317451
 780        | 399.0241394043 | 1.1527862549
 781        | 399.7727661133 | 1.7767113447
 782        | 399.8236694336 | 0.4975649416
 783        | 400.6131591797 | 0.8414556384
 784        | 401.4320068359 | 0.6298869848
 785        | 402.3797912598 | 1.4485520124
 786        | 403.2054443359 | 0.0864579380
 787        | 403.8257751465 | 0.2462609708
 788        | 404.7142639160 | 0.7392847538
 789        | 405.0655212402 | 0.1874494255
 790        | 405.4516296387 | 0.2204632163
 791        | 406.1585693359 | 0.4617054462
 792        | 406.2705383301 | 1.9699817896
 793        | 406.4451293945 | 0.1358917058
 794        | 406.5235595703 | 1.5010974407
 795        | 407.4116821289 | 0.8394939899
 796        | 407.7386169434 | 1.2734764814
 797        | 408.0467224121 | 0.7556996346
 798        | 408.9322509766 | 0.1951956749
 799        | 409.7308349609 | 1.4087094069
 800        | 410.1433715820 | 1.4927256107
 801        | 410.5719909668 | 0.4763587415
 802        | 411.3615722656 | 0.0979055166
 803        | 411.7228698730 | 1.3561384678
 804        | 412.1414794922 | 1.4251044989
 805        | 412.9132690430 | 1.6094057560
 806        | 413.7360534668 | 0.9574950337
 807        | 413.7716064453 | 1.8695205450
 808        | 414.2353515625 | 0.4202653766
 809        | 414.2380676270 | 1.0843536854
 810        | 415.1987609863 | 1.7816357613
 811        | 416.1606750488 | 0.5752463937
 812        | 416.6882324219 | 0.5400530100
 813        | 417.3536987305 | 0.8261535764
 814        | 417.7213134766 | 0.9281013012
 815        | 417.8387451172 | 1.5603313446
 816        | 418.0491638184 | 1.0921245813
 817        | 418.0675048828 | 0.0000104802
 818        | 418.6625061035 | 0.7593097687
 819        | 419.3405761719 | 0.0272203200
 820        | 419.4327697754 | 0.8997368813
 821        | 420.2510681152 | 1.8299819231
 822        | 421.1796875000 | 1.7077373266
 823        | 422.0294494629 | 0.7847087383
 824        | 422.0934448242 | 1.7049146891
 825        | 423.0279846191 | 0.0493654832
 826        | 423.7712707520 | 1.7929102182
 827        | 424.0835876465 | 0.5416625738
 828        | 424.2500610352 | 1.9555579424
 829        | 424.9339599609 | 1.0682119131
 830        | 425.3757934570 | 1.6026792526
 831        | 425.6900634766 | 1.3044861555
 832        | 426.0374755859 | 0.6652333736
 833        | 426.6897277832 | 1.8848338127
 834        | 427.4020080566 | 0.6606456041
 835        | 428.3580322266 | 1.6089574099
 836        | 429.1382141113 | 1.5486801863
 837        | 429.8576965332 | 1.4176144600
 838        | 430.4859008789 | 1.1384416819
 839        | 430.5870666504 | 1.3844202757
 840        | 431.0087585449 | 0.0713856965
 841        | 431.7256469727 | 0.3299067914
 842        | 432.6578063965 | 0.0583976358
 843        | 433.0935974121 | 0.1972591579
 844        | 433.1005859375 | 0.2393856049
 845        | 433.7333068848 | 0.8976147771
 846        | 434.6543273926 | 1.8940144777
 847        | 434.7553710938 | 0.5368685722
 848        | 435.0350036621 | 1.5065976381
 849        | 435.2458496094 | 1.9837909937
 850        | 435.3294677734 | 0.3337565064
 851        | 436.1258544922 | 1.7276257277
 852        | 437.0670776367 | 1.0316876173
 853        | 437.6397094727 | 1.1388542652
 854        | 437.7247619629 | 1.3475633860
 855        | 437.9863891602 | 1.0134856701
 856        | 438.6958618164 | 1.9570603371
 857        | 439.3675537109 | 1.2832449675
 858        | 439.3752746582 | 0.2149619162
 859        | 440.1155395508 | 0.0294135287
 860        | 440.3427124023 | 0.7459753156
 861        | 440.8062133789 | 0.2964123487
 862        | 441.1262207031 | 1.1291292906
 863        | 441.5428466797 | 1.1992374659
 864        | 441.8607177734 | 1.2549833059
 865        | 442.4522399902 | 0.8029701114
 866        | 443.2466125488 | 0.7757768035
 867        | 443.5119018555 | 1.4711766243
 868        | 444.4156188965 | 1.6758360863
 869        | 444.7206420898 | 1.9775937796
 870        | 445.2323303223 | 1.1333054304
 871        | 445.7278747559 | 0.4423485100
 872        | 446.2730712891 | 0.3344719708
 873        | 447.1358642578 | 1.1058237553
 874        | 447.4105834961 | 1.2060977221
 875        | 447.9782104492 | 1.0037814379
 876        | 448.9542541504 | 0.0622656420
 877        | 449.6043395996 | 0.5920627117
 878        | 450.2000427246 | 0.1334747374
 879        | 451.0957031250 | 1.8271218538
 880        | 451.7899169922 | 0.9743286967
 881        | 452.1049499512 | 0.9771979451
 882        | 452.9800109863 | 1.1606878042
 883        | 453.2041931152 | 1.5575698614
 884        | 453.6224670410 | 1.0584055185
 885        | 454.3900451660 | 1.8599232435
 886        | 454.4859008789 | 0.5262431502
 887        | 454.6370239258 | 1.2820768356
 888        | 455.0673828125 | 0.0278652757
 889        | 455.2613220215 | 1.4101489782
 890        | 455.8782958984 | 1.5231379271
 891        | 456.0852661133 | 1.1860359907
 892        | 456.8779602051 | 1.7141242027
 893        | 457.7669982910 | 0.7767984867
 894        | 458.6907958984 | 1.5693988800
 895        | 458.9927673340 | 1.2360570431
 896        | 459.2646179199 | 1.2340121269
 897        | 459.3712463379 | 0.2938330472
 898        | 459.5686035156 | 0.6616295576
 899        | 460.4942932129 | 1.2312237024
 900        | 461.3543090820 | 1.3865666389
 901        | 461.8998718262 | 1.9117460251
 902        | 462.8562622070 | 1.3934186697
 903        | 463.4531860352 | 0.7735248804
 904        | 464.1638183594 | 1.5817233324
 905        | 464.2556457520 | 0.6552469134
 906        | 464.8080749512 | 0.5976042747
 907        | 465.7287292480 | 0.6902647614
 908        | 465.8845825195 | 1.6193815470
 909        | 466.6181030273 | 0.1593274027
 910        | 467.2124938965 | 0.0709835067
 911        | 467.9101867676 | 1.7325079441
 912        | 468.5626831055 | 1.6086393595
 913        | 468.5758666992 | 1.6996955872
 914        | 468.7109985352 | 1.8777439594
 915        | 469.1764526367 | 1.9903039932
 916        | 469.8085937500 | 0.0220662132
 917        | 470.7596130371 | 1.1771204472
 918        | 471.4673461914 | 1.0958727598
 919        | 472.4426574707 | 0.8367688656
 920        | 472.7814636230 | 0.1343191415
 921        | 473.5274658203 | 1.7824573517
 922        | 473.8934326172 | 1.3332986832
 923        | 474.1297912598 | 1.0436519384
 924        | 474.6061401367 | 1.9397853613
 925        | 475.2076416016 | 0.1414606720
 926        | 475.2130126953 | 0.5983637571
 927        | 476.1499938965 | 1.3157645464
 928        | 476.2535095215 | 1.9003096819
 929        | 476.7612304688 | 0.4772720933
 930        | 477.6502685547 | 1.9463793039
 931        | 477.8840637207 | 1.0423643589
 932        | 478.8682861328 | 0.3696260154
 933        | 478.9780273438 | 1.3839304447
 934        | 479.7107849121 | 0.1701299995
 935        | 479.8211364746 | 0.1430947632
 936        | 479.9733581543 | 1.7127151489
 937        | 480.9361267090 | 1.0363725424
 938        | 481.4591369629 | 0.3982741535
 939        | 481.4991455078 | 1.9986940622
 940        | 481.6681823730 | 1.2830038071
 941        | 481.7382507324 | 0.3488283157
 942        | 482.6789245605 | 0.0141233634
 943        | 483.5112304688 | 0.0883706510
 944        | 484.4684448242 | 0.6800528765
 945        | 484.7512512207 | 1.6924867630
 946        | 485.0644531250 | 1.0332187414
 947        | 485.4318847656 | 0.5948778391
 948        | 486.1333007812 | 0.9543358684
 949        | 487.1227111816 | 0.8683435321
 950        | 487.6849365234 | 0.1995076239
 951        | 488.1906433105 | 1.4289150238
 952        | 489.1467590332 | 0.9369903207
 953        | 489.3793945312 | 0.9582365155
 954        | 490.0470275879 | 0.5453120470
 955        | 490.5254821777 | 1.6733239889
 956        | 491.4396362305 | 1.0970852375
 957        | 491.4507141113 | 1.7096832991
 958        | 492.0063171387 | 1.6867451668
 959        | 492.9053344727 | 1.0256416798
 960        | 493.0887451172 | 0.3636967540
 961        | 493.4478149414 | 0.9932302833
 962        | 494.1462707520 | 1.4529795647
 963        | 494.9403381348 | 0.7997603416
 964        | 495.1439819336 | 1.5669164658
 965        | 495.9780273438 | 1.5317811966
 966        | 496.8612365723 | 0.6795421243
 967        | 497.3415832520 | 1.6786466837
 968        | 498.1498413086 | 1.4259837866
 969        | 498.4682922363 | 0.9517969489
 970        | 499.4539489746 | 1.5938137770
 971        | 499.7665100098 | 1.7996116877
 972        | 500.1119689941 | 0.6472731829
 973        | 500.8666076660 | 1.8021074533
 974        | 501.0336303711 | 1.3073489666
 975        | 501.4475097656 | 0.7008163333
 976        | 502.2830200195 | 1.5458775759
 977        | 503.1300354004 | 1.0679613352
 978        | 503.6294555664 | 1.2821546793
 979        | 504.5633239746 | 1.4061723948
 980        | 504.9878540039 | 1.5358254910
 981        | 505.4568176270 | 0.6154951453
 982        | 505.5645141602 | 1.8986498117
 983        | 505.7115783691 | 1.8319000006
 984        | 506.3739013672 | 0.9310250878
 985        | 506.7657470703 | 1.2959293127
 986        | 507.0281677246 | 1.4088177681
 987        | 507.5759277344 | 1.2157378197
 988        | 507.6039733887 | 0.6048359871
 989        | 508.1128845215 | 0.3901093006
 990        | 509.0689697266 | 1.8455944061
 991        | 509.6144409180 | 1.5832307339
 992        | 510.3101806641 | 0.7849721909
 993        | 510.6357727051 | 0.3903289437
 994        | 510.6693420410 | 0.5189136267
 995        | 511.5675964355 | 0.9161980152
 996        | 511.5949707031 | 0.7344549298
 997        | 512.3608398438 | 0.2701066136
 998        | 512.6773681641 | 1.8258349895
 999        | 512.7283935547 | 1.9577381611
 1000       | 513.1068115234 | 0.8857034445

Actual average arrival rate: 0.513107/s
Actual average service time: 1.034084s
